you	O	O
need	O	O
to	O	O
know	O	O
what	O	O
``	O	O
translate	O	O
messages	O	O
''	O	O
means	O	O
before	O	O
you	O	O
can	O	O
understand	O	O
how	O	O
and	O	O
when	O	O
to	O	O
use	O	O
PreTranslateMessage	B-API	O
)	O	O
.	O	O
You	O	O
could	O	O
also	O	O
use	O	O
Managed	O	O
C++	B-API	O
to	O	O
write	O	O
.NET	B-API	O
GUI	O	O
applications	O	O
,	O	O
but	O	O
I	O	O
've	O	O
read	O	O
in	O	O
a	O	O
few	O	O
places	O	O
that	O	O
Managed	B-API	O
C++	I-API	O
was	O	O
n't	O	O
really	O	O
intended	O	O
to	O	O
be	O	O
used	O	O
in	O	O
this	O	O
manner	O	O
.	O	O
Instead	O	O
it	O	O
should	O	O
be	O	O
used	O	O
as	O	O
a	O	O
gateway	O	O
between	O	O
native/unmanaged	O	O
code	O	O
and	O	O
managed	O	O
code	O	O
.	O	O
If	O	O
you	O	O
're	O	O
using	O	O
.NET	B-API	O
it	O	O
's	O	O
best	O	O
to	O	O
use	O	O
a	O	O
.NET	B-API	O
language	O	O
such	O	O
as	O	O
VB.NET	B-API	O
or	O	O
C	B-API	O
#	I-API	O
to	O	O
build	O	O
your	O	O
GUIs	O	O
.	O	O
So	O	O
if	O	O
you	O	O
are	O	O
going	O	O
to	O	O
use	O	O
.NET	B-API	O
,	O	O
you	O	O
currently	O	O
have	O	O
the	O	O
choice	O	O
of	O	O
the	O	O
WinForms	B-API	O
library	I-API	O
,	O	O
or	O	O
WPF	B-API	O
.	O	O
I	O	O
personally	O	O
feel	O	O
that	O	O
you	O	O
'd	O	O
be	O	O
wasting	O	O
time	O	O
learning	O	O
to	O	O
build	O	O
WinForms	B-API	O
applications	O	O
given	O	O
that	O	O
WPF	B-API	O
is	O	O
designed	O	O
to	O	O
replace	O	O
it	O	O
.	O	O
Over	O	O
time	O	O
WPF	B-API	O
will	O	O
become	O	O
more	O	O
prevelant	O	O
and	O	O
Winforms	B-API	O
will	O	O
most	O	O
likely	O	O
die	O	O
off	O	O
.	O	O
WPF	B-API	O
has	O	O
a	O	O
much	O	O
richer	O	O
API	O	O
set	O	O
,	O	O
and	O	O
does	O	O
n't	O	O
suffer	O	O
from	O	O
many	O	O
of	O	O
the	O	O
limitations	O	O
that	O	O
Winforms	B-API	O
does	O	O
.	O	O
If	O	O
you	O	O
do	O	O
choose	O	O
this	O	O
route	O	O
,	O	O
however	O	O
,	O	O
you	O	O
'll	O	O
no	O	O
doubt	O	O
have	O	O
to	O	O
learn	O	O
XAML	B-API	O
,	O	O
which	O	O
is	O	O
a	O	O
markup	O	O
language	O	O
that	O	O
drives	O	O
WPF	B-API	O
applications	O	O
.	O	O
This	O	O
technology	O	O
is	O	O
coming	O	O
of	O	O
age	O	O
,	O	O
and	O	O
there	O	O
are	O	O
many	O	O
great	O	O
places	O	O
to	O	O
learn	O	O
about	O	O
it	O	O
.	O	O
First	O	O
,	O	O
there	O	O
are	O	O
sites	O	O
such	O	O
as	O	O
LearnWPF	B-API	O
,	O	O
and	O	O
DrWPF	B-API	O
which	O	O
have	O	O
some	O	O
really	O	O
great	O	O
articles	O	O
.	O	O
Secondly	O	O
,	O	O
there	O	O
are	O	O
plenty	O	O
of	O	O
quality	O	O
books	O	O
on	O	O
the	O	O
topic	O	O
.	O	O
So	O	O
,	O	O
to	O	O
sum	O	O
up	O	O
,	O	O
once	O	O
you	O	O
've	O	O
picked	O	O
your	O	O
language	O	O
and	O	O
tech	O	O
,	O	O
the	O	O
path	O	O
is	O	O
actually	O	O
quite	O	O
easy	O	O
.	O	O
Just	O	O
pick	O	O
up	O	O
a	O	O
book	O	O
or	O	O
two	O	O
,	O	O
read	O	O
some	O	O
blogs	O	O
,	O	O
get	O	O
into	O	O
some	O	O
code	O	O
samples..	O	O
and	O	O
most	O	O
importantly	O	O
...	O	O
write	O	O
code	O	O
.	O	O
Keep	O	O
writing	O	O
,	O	O
keep	O	O
making	O	O
mistakes	O	O
,	O	O
and	O	O
keep	O	O
learning	O	O
from	O	O
them	O	O
.	O	O
As	O	O
a	O	O
final	O	O
note	O	O
...	O	O
In	O	O
other	O	O
words	O	O
,	O	O
Silverlight	B-API	O
.	O	O
If	O	O
you	O	O
do	O	O
n't	O	O
want	O	O
to	O	O
go	O	O
the	O	O
MS	O	O
route	O	O
you	O	O
might	O	O
give	O	O
Adobe	B-API	O
's	I-API	O
Flash/Flex	B-API	O
a	O	O
look	O	O
see	O	O
.	O	O
Both	O	O
Silverlight	B-API	O
and	O	O
Flash/Flex	B-API	O
build	O	O
RIA	B-API	O
's	O	O
.	O	O
Which	O	O
I	O	O
think	O	O
is	O	O
where	O	O
we	O	O
are	O	O
headed	O	O
.	O	O
They	O	O
days	O	O
of	O	O
Office	O	O
like	O	O
apps	O	O
are	O	O
numbered	O	O
I	O	O
do	O	O
n't	O	O
agree	O	O
at	O	O
all	O	O
.	O	O
Silverlight	B-API	O
is	O	O
not	O	O
the	O	O
same	O	O
as	O	O
WPF	B-API	O
.	O	O
Silverlight	B-API	O
is	O	O
web-specific	O	O
,	O	O
and	O	O
only	O	O
has	O	O
a	O	O
subset	O	O
of	O	O
WPF	B-API	O
's	O	O
features	O	O
.	O	O
Given	O	O
that	O	O
the	O	O
question	O	O
asks	O	O
for	O	O
Windows	O	O
GUI	O	O
apps	O	O
,	O	O
Flash/Flex	B-API	O
Rich	O	O
Internet	O	O
Apps	O	O
are	O	O
not	O	O
really	O	O
a	O	O
fitting	O	O
suggestion	O	O
.	O	O
I	O	O
also	O	O
do	O	O
n't	O	O
agree	O	O
that	O	O
the	O	O
days	O	O
of	O	O
Rich	B-API	O
Client	I-API	O
Applications	I-API	O
(	O	O
such	O	O
as	O	O
office	O	O
)	O	O
are	O	O
numbered	O	O
at	O	O
all	O	O
.	O	O
I	O	O
hope	O	O
that	O	O
helps	O	O
.	O	O
Good	O	O
luck	O	O
:	O	O
)	O	O
I	O	O
wo	O	O
n't	O	O
help	O	O
much	O	O
but	O	O
I	O	O
remember	O	O
that	O	O
I	O	O
was	O	O
able	O	O
to	O	O
wrap	O	O
MATLAB	B-API	O
simulation	O	O
into	O	O
DLL	B-API	O
and	O	O
then	O	O
call	O	O
it	O	O
from	O	O
Delphi	O	O
app	O	O
.	O	O
It	O	O
work	O	O
really	O	O
well	O	O
.	O	O
Anyway	O	O
:	O	O
good	O	O
luck	O	O
!	O	O
!	O	O
!	O	O
I	O	O
know	O	O
that	O	O
Visual	B-API	O
Studio	I-API	O
itself	O	O
(	O	O
at	O	O
least	O	O
in	O	O
2003	O	O
version	O	O
)	O	O
references	O	O
the	O	O
IE	O	O
dll	O	O
directly	O	O
to	O	O
render	O	O
the	O	O
``	O	O
Design	O	O
View	O	O
''	O	O
.	O	O
It	O	O
may	O	O
be	O	O
worth	O	O
looking	O	O
into	O	O
that	O	O
.	O	O
Otherwise	O	O
,	O	O
I	O	O
ca	O	O
n't	O	O
think	O	O
of	O	O
anything	O	O
beyond	O	O
the	O	O
Web	O	O
Browser	O	O
control	O	O
.	O	O
You	O	O
can	O	O
print	O	O
from	O	O
the	O	O
command	O	O
line	O	O
using	O	O
the	O	O
following	O	O
:	O	O
rundll32.exe	O	O
%	O	O
WINDIR	O	O
%	O	O
\System32\mshtml.dll	O	O
,	O	O
PrintHTML	B-API	O
``	O	O
%	O	O
1	O	O
''	O	O
Where	O	O
%	O	O
1	O	O
is	O	O
the	O	O
file	O	O
path	O	O
of	O	O
the	O	O
html	O	O
file	O	O
to	O	O
be	O	O
printed	O	O
.	O	O
If	O	O
you	O	O
do	O	O
n't	O	O
need	O	O
to	O	O
print	O	O
from	O	O
memory	O	O
(	O	O
or	O	O
can	O	O
afford	O	O
to	O	O
write	O	O
to	O	O
the	O	O
disk	O	O
in	O	O
a	O	O
temp	O	O
file	O	O
)	O	O
you	O	O
can	O	O
use	O	O
:	O	O
using	B-API	O
(	I-API	O
Process	I-API	O
printProcess	I-API	O
=	I-API	O
new	I-API	O
)	I-API	O
{	O	O
string	O	O
systemPath	O	O
=	O	O
;	O	O
printProcess.StartInfo.FileName	B-API	B-API
=	O	O
systemPath	O	O
+	O	O
@	O	O
''	O	O
\rundll32.exe	O	O
''	O	O
;	O	O
printProcess.StartInfo.Arguments	B-API	B-API
=	O	O
systemPath	O	O
+	O	O
@	O	O
''	O	O
\mshtml.dll	O	O
,	O	O
PrintHTML	B-API	B-API
``	O	I-API
``	O	I-API
''	O	I-API
+	O	I-API
fileToPrint	B-API	I-API
+	O	I-API
@	O	I-API
''	O	I-API
''	O	I-API
''	O	I-API
''	O	I-API
;	O	I-API
Process	B-API	B-API
(	I-API	I-API
)	I-API	I-API
Environment.GetFolderPath	B-API	B-API
(	I-API	I-API
Environment.SpecialFolder.System	I-API	I-API
)	I-API	I-API
printProcess.Start	B-API	B-API
(	I-API	I-API
)	I-API	I-API
N.B	O	O
.	O	O
This	O	O
only	O	O
works	O	O
on	O	O
Windows	B-API	O
2000	I-API	O
and	O	O
above	O	O
I	O	O
think	O	O
.	O	O
Depending	O	O
on	O	O
the	O	O
scaling	O	O
,	O	O
the	O	O
relative	O	O
image	O	O
pixel	O	O
could	O	O
be	O	O
anywhere	O	O
in	O	O
a	O	O
number	O	O
of	O	O
pixels	O	O
.	O	O
For	O	O
example	O	O
,	O	O
if	O	O
the	O	O
image	O	O
is	O	O
scaled	O	O
down	O	O
significantly	O	O
,	O	O
pixel	O	O
2	O	O
,	O	O
10	O	O
could	O	O
represent	O	O
2	O	O
,	O	O
10	O	O
all	O	O
the	O	O
way	O	O
up	O	O
to	O	O
20	O	O
,	O	O
100	O	O
)	O	O
,	O	O
so	O	O
you	O	O
'll	O	O
have	O	O
to	O	O
do	O	O
the	O	O
math	O	O
yourself	O	O
and	O	O
take	O	O
full	O	O
responsibility	O	O
for	O	O
any	O	O
inaccuracies	O	O
!	O	O
:	O	O
-	O	O
)	O	O
I	O	O
wound	O	O
up	O	O
just	O	O
implementing	O	O
the	O	O
translation	O	O
manually	O	O
.	O	O
The	O	O
code	O	O
's	O	O
not	O	O
too	O	O
bad	O	O
,	O	O
but	O	O
it	O	O
did	O	O
leave	O	O
me	O	O
wishing	O	O
that	O	O
they	O	O
provided	O	O
support	O	O
for	O	O
it	O	O
directly	O	O
.	O	O
I	O	O
could	O	O
see	O	O
such	O	O
a	O	O
method	O	O
being	O	O
useful	O	O
